step,loss,learning_rate,elapsed_s
683,0.402432,2.99e-04,7687.2
684,0.834423,2.99e-04,7698.3
685,0.652908,2.99e-04,7709.5
686,0.450941,2.99e-04,7720.3
687,0.311930,2.99e-04,7731.6
688,0.559777,2.99e-04,7741.7
689,0.272717,2.99e-04,7752.9
690,0.287019,2.99e-04,7764.5
691,0.536475,2.99e-04,7775.7
692,0.531650,2.99e-04,7786.5
693,0.605975,2.99e-04,7797.8
694,0.416687,2.99e-04,7809.2
695,0.343014,2.99e-04,7820.9
696,0.378484,2.99e-04,7831.4
697,0.387508,2.99e-04,7842.7
698,0.635334,2.99e-04,7853.6
699,0.420296,2.99e-04,7864.9
700,0.599318,2.99e-04,7875.9
701,0.748310,2.99e-04,7887.2
702,0.436631,2.99e-04,7898.0
703,0.528577,2.99e-04,7909.3
704,0.349695,2.98e-04,7920.2
705,0.756230,2.98e-04,7931.6
706,0.526311,2.98e-04,7942.5
707,0.618645,2.98e-04,7953.8
708,0.463555,2.98e-04,7964.7
709,0.654080,2.98e-04,7976.1
710,0.490710,2.98e-04,7987.3
711,0.469227,2.98e-04,7998.5
712,0.863949,2.98e-04,8009.7
713,0.410286,2.98e-04,8020.4
714,0.338837,2.98e-04,8031.4
715,0.544293,2.98e-04,8043.4
716,0.321512,2.98e-04,8054.5
717,0.553161,2.98e-04,8064.7
718,0.390119,2.98e-04,8076.1
719,0.283631,2.98e-04,8087.3
720,0.640860,2.98e-04,8098.3
721,0.774990,2.98e-04,8109.7
722,0.423737,2.98e-04,8121.6
723,0.489559,2.98e-04,8132.1
724,0.507342,2.98e-04,8143.1
725,0.387423,2.98e-04,8153.5
726,0.736542,2.98e-04,8164.5
727,0.295461,2.98e-04,8175.6
728,0.306580,2.98e-04,8186.8
729,0.258305,2.98e-04,8198.1
730,0.649267,2.98e-04,8209.1
731,0.743964,2.98e-04,8220.0
732,0.595348,2.98e-04,8231.7
733,0.327967,2.98e-04,8242.9
734,0.499365,2.98e-04,8253.7
735,0.627425,2.98e-04,8264.6
736,0.325763,2.98e-04,8275.8
