step,loss,learning_rate,elapsed_s
454,1.970175,1.76e-04,6737.8
455,1.981576,1.76e-04,6753.5
456,2.072283,1.76e-04,6769.5
457,1.954736,1.76e-04,6784.7
458,1.976800,1.76e-04,6799.8
459,2.096144,1.75e-04,6815.0
460,2.028285,1.75e-04,6830.2
461,2.275085,1.75e-04,6845.2
462,2.175652,1.75e-04,6860.8
463,2.179695,1.75e-04,6876.1
464,2.016757,1.75e-04,6891.2
465,1.988941,1.74e-04,6906.1
466,1.979404,1.74e-04,6920.9
467,1.946463,1.74e-04,6936.0
468,1.898055,1.74e-04,6951.1
469,2.050092,1.74e-04,6965.8
470,2.053295,1.74e-04,6980.8
471,1.955286,1.74e-04,6995.8
472,2.060525,1.73e-04,7010.5
473,1.995055,1.73e-04,7025.4
474,2.033403,1.73e-04,7040.7
475,2.119680,1.73e-04,7056.0
476,1.965380,1.73e-04,7070.9
477,2.217614,1.73e-04,7085.7
478,1.949028,1.72e-04,7102.6
479,2.047936,1.72e-04,7118.3
480,1.933555,1.72e-04,7133.6
481,1.857974,1.72e-04,7148.8
482,2.099120,1.72e-04,7165.0
483,1.997428,1.72e-04,7180.5
484,1.899993,1.71e-04,7195.8
485,2.041598,1.71e-04,7210.9
486,2.209771,1.71e-04,7226.1
487,2.029463,1.71e-04,7241.2
488,2.056301,1.71e-04,7256.3
489,2.092040,1.71e-04,7271.5
490,1.895545,1.70e-04,7286.1
491,1.877741,1.70e-04,7302.0
492,1.883993,1.70e-04,7317.4
493,1.988076,1.70e-04,7332.4
494,1.970032,1.70e-04,7347.6
495,2.030330,1.70e-04,7362.9
496,1.913062,1.69e-04,7378.2
497,2.006186,1.69e-04,7393.4
498,1.970335,1.69e-04,7408.5
499,1.876568,1.69e-04,7423.8
500,1.888749,1.69e-04,7439.0
501,2.073841,1.69e-04,7453.9
502,2.060204,1.68e-04,7470.2
503,1.919417,1.68e-04,7485.3
504,1.841282,1.68e-04,7500.2
505,1.944518,1.68e-04,7515.3
506,2.004853,1.68e-04,7530.6
507,2.067499,1.68e-04,7546.4
508,2.078962,1.67e-04,7561.4
509,2.005013,1.67e-04,7576.8
510,2.025073,1.67e-04,7592.2
511,2.124404,1.67e-04,7607.4
